time,Lx
5.7543993733715695,1.657793820426247e+30
6.243356569444625,1.4875560285499472e+30
6.74389007842356,1.3213775357937218e+30
7.132939677204942,1.1571533757107234e+30
7.491725581978179,9.972584811975672e+29
7.923917209948808,9.059626022904473e+29
8.381041625598849,7.911507305616623e+29
8.926903179999417,7.116847631867972e+29
9.44188905019481,6.240558531837827e+29
10.056844143327252,5.5448704652161955e+29
10.863107157832863,5.2037574112143825e+29
11.734008744766891,4.66062638623053e+29
12.76390343859096,4.203274045018242e+29
13.884192055194404,3.8791571267731144e+29
15.102808474928732,3.6634754462904e+29
16.313609369817446,3.2011022859445675e+29
17.62148087309644,2.8736073353201212e+29
19.034205191611658,2.5225218673251957e+29
20.132273191950432,2.242717035810155e+29
21.144923821171282,2.039013426314758e+29
22.208510640611877,1.779673501763453e+29
23.32559573377788,1.5625489022905435e+29
24.15775303202412,1.392752182595755e+29
25.01959813661529,1.2454994538107244e+29
25.73115991985155,1.1064709400891441e+29
26.46295864568768,9.976290148584302e+28
27.40704360804121,8.732674016903069e+28
28.785614209092998,7.625738647386172e+28
30.804074599579977,7.1363057746420965e+28
32.88712528924464,8.535456783033441e+28
35.523705154283455,8.961838867904204e+28
38.64162301502168,8.618170812537685e+28
42.03320072469994,8.165832655429624e+28
45.72245742566472,7.788337836818748e+28
49.91016963326869,7.53306054060961e+28
54.10081021257922,7.406809237820229e+28
58.849241765808436,7.25289146518405e+28
64.01444345847004,7.149079487167533e+28
69.63299523220907,7.035165863709594e+28
75.74468765247525,6.9458919036275155e+28
82.3928037051786,6.846474067159701e+28
89.62442532665519,6.73738216654496e+28
97.49076683778787,6.608241921910269e+28
105.30665802958407,6.53491661563491e+28
118.63606288807723,6.285350342854875e+28
129.04875767314815,6.1648745169589935e+28
140.37537534176352,6.036764864912502e+28
152.6961309635386,5.882204012352182e+28
166.09828008985048,5.703372139085595e+28
180.6767366973702,5.5118053546749735e+28
196.5347453685378,5.326672979942432e+28
213.7846124693607,5.156237697053857e+28
232.54850150273327,4.958506605424843e+28
252.95929826996917,4.760517111109131e+28
275.1615519676144,4.555414510328187e+28
299.3124988843897,4.344824182698795e+28
325.5831759480772,4.1303518488042595e+28
354.1596320084885,3.907128502273008e+28
385.2442454348162,3.7081543667702587e+28
419.0571573585883,3.4904727744955856e+28
455.83783071244835,3.2586449537587924e+28
495.84674610586853,3.0422145138181946e+28
537.0317963702521,2.814729207822237e+28
579.8735951008304,2.667589110146226e+28
630.9573444801922,2.42123843139162e+28
694.2180118876013,2.236177899838174e+28
755.1495709440062,2.0434669774644045e+28
821.4290968141063,1.8673636334075487e+28
893.5259808852765,1.7036306213229093e+28
971.9508130568137,1.541516998465642e+28
1057.2589977359523,1.3971271449704105e+28
1150.0546872100736,1.2621009080430657e+28
1250.9950602512465,1.1363778594786318e+28
1360.794976254162,1.0265519022310537e+28
1480.2320378680492,9.1822828856753e+27
1610.1520979761158,8.213351785654602e+27
1751.4752500229279,7.358764637915274e+27
1905.2023441131955,6.571430768215761e+27
2072.4220750289787,5.839434142917141e+27
2238.5693520203877,5.250653615837113e+27
2418.036752351672,4.7103735341349815e+27
2630.267991895379,4.1513802600944406e+27
2841.138098847398,3.742645484712672e+27
3068.9137842967266,3.326734721980104e+27
3245.956954127632,3.079924863469412e+27
3414.548873833593,2.839279440724713e+27
3605.9037837880137,2.605264802460464e+27
